40	1	1	R1	<p><reference osisRef="MAT.1.1!1" type="Main clauses" level="0" verse="MAT 1:1"><grk>βίβλος</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	2	R1	<p><reference osisRef="MAT.1.2!1" type="note" precword="ἀβραὰμ" folword="ἐγέννησεν" verse="MAT 1:2" ><grk>ἀβραὰμ</grk> <eng>Never arthrous in nominative.</eng>(</reference></b></p><p><b>annotations -</b> Inline annotations.</p>)<hr><p><reference osisRef="MAT.1.2!1" type="Main clauses" level="0" verse="MAT 1:2"><grk>ἀβραὰμ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.2!1" type="Referential PoD" label="Top" verse="MAT 1:2" ><grk>ἀβραὰμ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	2	R5	<p><reference osisRef="MAT.1.2!5" type="Main clauses" level="0" verse="MAT 1:2"><grk>ἰσαὰκ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.2!5" type="Referential PoD" label="Top" verse="MAT 1:2" ><grk>ἰσαὰκ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	2	R10	<p><reference osisRef="MAT.1.2!10" type="Main clauses" level="0" verse="MAT 1:2"><grk>ἰακὼβ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.2!10" type="Referential PoD" label="Top" verse="MAT 1:2" ><grk>ἰακὼβ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	3	R1	<p><reference osisRef="MAT.1.3!1" type="Main clauses" level="0" verse="MAT 1:3"><grk>ἰούδας</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.3!1" type="Referential PoD" label="Top" verse="MAT 1:3" ><grk>ἰούδας</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	3	R12	<p><reference osisRef="MAT.1.3!12" type="Main clauses" level="0" verse="MAT 1:3"><grk>φάρες</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.3!12" type="Referential PoD" label="Top" verse="MAT 1:3" ><grk>φάρες</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	3	R17	<p><reference osisRef="MAT.1.3!17" type="Main clauses" level="0" verse="MAT 1:3"><grk>ἑσρὼμ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.3!17" type="Referential PoD" label="Top" verse="MAT 1:3" ><grk>ἑσρὼμ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	4	R1	<p><reference osisRef="MAT.1.4!1" type="Main clauses" level="0" verse="MAT 1:4"><grk>ἀρὰμ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.4!1" type="Referential PoD" label="Top" verse="MAT 1:4" ><grk>ἀρὰμ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	4	R6	<p><reference osisRef="MAT.1.4!6" type="Main clauses" level="0" verse="MAT 1:4"><grk>ἀμιναδὰβ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.4!6" type="Referential PoD" label="Top" verse="MAT 1:4" ><grk>ἀμιναδὰβ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	4	R11	<p><reference osisRef="MAT.1.4!11" type="Main clauses" level="0" verse="MAT 1:4"><grk>ναασσὼν</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.4!11" type="Referential PoD" label="Top" verse="MAT 1:4" ><grk>ναασσὼν</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	5	R1	<p><reference osisRef="MAT.1.5!1" type="Main clauses" level="0" verse="MAT 1:5"><grk>σαλμὼν</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.5!1" type="Referential PoD" label="Top" verse="MAT 1:5" ><grk>σαλμὼν</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	5	R9	<p><reference osisRef="MAT.1.5!9" type="Main clauses" level="0" verse="MAT 1:5"><grk>βόες</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.5!9" type="Referential PoD" label="Top" verse="MAT 1:5" ><grk>βόες</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	5	R17	<p><reference osisRef="MAT.1.5!17" type="Main clauses" level="0" verse="MAT 1:5"><grk>ἰωβὴδ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.5!17" type="Referential PoD" label="Top" verse="MAT 1:5" ><grk>ἰωβὴδ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	6	R1	<p><reference osisRef="MAT.1.6!1" type="Main clauses" level="0" verse="MAT 1:6"><grk>ἰεσσαὶ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.6!1" type="Referential PoD" label="Top" verse="MAT 1:6" ><grk>ἰεσσαὶ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	6	R8	<p><reference osisRef="MAT.1.6!8" type="Main clauses" level="0" verse="MAT 1:6"><grk>δαυὶδ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.6!8" type="Referential PoD" label="Top" verse="MAT 1:6" ><grk>δαυὶδ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	7	R1	<p><reference osisRef="MAT.1.7!1" type="Main clauses" level="0" verse="MAT 1:7"><grk>σολομὼν</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.7!1" type="Referential PoD" label="Top" verse="MAT 1:7" ><grk>σολομὼν</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	7	R6	<p><reference osisRef="MAT.1.7!6" type="Main clauses" level="0" verse="MAT 1:7"><grk>ῥοβοὰμ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.7!6" type="Referential PoD" label="Top" verse="MAT 1:7" ><grk>ῥοβοὰμ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	7	R11	<p><reference osisRef="MAT.1.7!11" type="Main clauses" level="0" verse="MAT 1:7"><grk>ἀβιὰ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.7!11" type="Referential PoD" label="Top" verse="MAT 1:7" ><grk>ἀβιὰ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	8	R1	<p><reference osisRef="MAT.1.8!1" type="Main clauses" level="0" verse="MAT 1:8"><grk>ἀσὰφ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.8!1" type="Referential PoD" label="Top" verse="MAT 1:8" ><grk>ἀσὰφ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	8	R6	<p><reference osisRef="MAT.1.8!6" type="Main clauses" level="0" verse="MAT 1:8"><grk>ἰωσαφὰτ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.8!6" type="Referential PoD" label="Top" verse="MAT 1:8" ><grk>ἰωσαφὰτ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	8	R11	<p><reference osisRef="MAT.1.8!11" type="Main clauses" level="0" verse="MAT 1:8"><grk>ἰωρὰμ</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.8!11" type="Referential PoD" label="Top" verse="MAT 1:8" ><grk>ἰωρὰμ</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	9	R1	<p><reference osisRef="MAT.1.9!1" type="Main clauses" level="0" verse="MAT 1:9"><grk>ὀζίας</grk></reference></b></p><p><b>Main clauses -</b> Main clause segmentation.</p><hr><p><reference osisRef="MAT.1.9!1" type="Referential PoD" label="Top" verse="MAT 1:9" ><grk>ὀζίας</grk></reference></b></p><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
