40	1	1	1	1	<b><grk>βίβλος</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	2	1	2	<b><grk>Never arthrous in nominative.</grk></b><p><b>annotations -</b> Inline annotations.</p>
40	1	2	1	2	<b><grk>ἀβραὰμ</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	2	1	2	<b><grk>ἰσαὰκ</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	2	1	2	<b><grk>ἰακὼβ</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	2	1	2	<b><grk>ἀβραὰμ</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	2	1	2	<b><grk>ἰσαὰκ</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	2	1	2	<b><grk>ἰακὼβ</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	3	1	3	<b><grk>ἰούδας</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	3	1	3	<b><grk>φάρες</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	3	1	3	<b><grk>ἑσρὼμ</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	3	1	3	<b><grk>ἰούδας</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	3	1	3	<b><grk>φάρες</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	3	1	3	<b><grk>ἑσρὼμ</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	4	1	4	<b><grk>ἀρὰμ</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	4	1	4	<b><grk>ἀμιναδὰβ</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	4	1	4	<b><grk>ναασσὼν</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	4	1	4	<b><grk>ἀρὰμ</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	4	1	4	<b><grk>ἀμιναδὰβ</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	4	1	4	<b><grk>ναασσὼν</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	5	1	5	<b><grk>σαλμὼν</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	5	1	5	<b><grk>βόες</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	5	1	5	<b><grk>ἰωβὴδ</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	5	1	5	<b><grk>σαλμὼν</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	5	1	5	<b><grk>βόες</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	5	1	5	<b><grk>ἰωβὴδ</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	6	1	6	<b><grk>ἰεσσαὶ</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	6	1	6	<b><grk>δαυὶδ</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	6	1	6	<b><grk>ἰεσσαὶ</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	6	1	6	<b><grk>δαυὶδ</grk></b><p><b>Referential PoD -</b> Pre-verbal topical subject other referential point of departure (NARR §3.1, NonNarr §4.3, DFNTG §§2.2, 2.8; as in 1 Th 1:6).</p>
40	1	7	1	7	<b><grk>σολομὼν</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	7	1	7	<b><grk>ῥοβοὰμ</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
40	1	7	1	7	<b><grk>ἀβιὰ</grk></b><p><b>Main clauses -</b> Main clause segmentation.</p>
