40	1	1	〈＃1｜000001｜000001｜biblos〉〈＃2｜000002｜000002｜geneseōs〉〈＃3｜000003｜000003｜iēsou〉〈＃4｜000004｜000004｜christou〉〈＃5｜000005｜000005｜huiou〉〈＃6｜000006｜000006｜dauid〉〈＃7｜000007｜000007｜huiou〉〈＃8｜000008｜000008｜abraam〉
40	1	2	〈＃1｜000009｜000009｜abraam〉〈＃2｜000010｜000010｜egennēsen〉〈＃3｜000011｜000011｜ton〉〈＃4｜000012｜000012｜isaak〉〈＃5｜000013｜000013｜isaak〉〈＃6｜000014｜000014｜de〉〈＃7｜000015｜000015｜egennēsen〉〈＃8｜000016｜000016｜ton〉〈＃9｜000017｜000017｜iakōb〉〈＃10｜000018｜000018｜iakōb〉〈＃11｜000019｜000019｜de〉〈＃12｜000020｜000020｜egennēsen〉〈＃13｜000021｜000021｜ton〉〈＃14｜000022｜000022｜ioudan〉〈＃15｜000023｜000023｜kai〉〈＃16｜000024｜000024｜tous〉〈＃17｜000025｜000025｜adelphous〉〈＃18｜000026｜000026｜autou〉
40	1	3	〈＃1｜000027｜000027｜ioudas〉〈＃2｜000028｜000028｜de〉〈＃3｜000029｜000029｜egennēsen〉〈＃4｜000030｜000030｜ton〉〈＃5｜000031｜000031｜phares〉〈＃6｜000032｜000032｜kai〉〈＃7｜000033｜000033｜ton〉〈＃8｜000034｜000034｜zara〉〈＃9｜000035｜000035｜ek〉〈＃10｜000036｜000036｜tēs〉〈＃11｜000037｜000037｜thamar〉〈＃12｜000038｜000038｜phares〉〈＃13｜000039｜000039｜de〉〈＃14｜000040｜000040｜egennēsen〉〈＃15｜000041｜000041｜ton〉〈＃16｜000042｜000042｜hesrōm〉〈＃17｜000043｜000043｜hesrōm〉〈＃18｜000044｜000044｜de〉〈＃19｜000045｜000045｜egennēsen〉〈＃20｜000046｜000046｜ton〉〈＃21｜000047｜000047｜aram〉
40	1	4	〈＃1｜000048｜000048｜aram〉〈＃2｜000049｜000049｜de〉〈＃3｜000050｜000050｜egennēsen〉〈＃4｜000051｜000051｜ton〉〈＃5｜000052｜000052｜aminadab〉〈＃6｜000053｜000053｜aminadab〉〈＃7｜000054｜000054｜de〉〈＃8｜000055｜000055｜egennēsen〉〈＃9｜000056｜000056｜ton〉〈＃10｜000057｜000057｜naassōn〉〈＃11｜000058｜000058｜naassōn〉〈＃12｜000059｜000059｜de〉〈＃13｜000060｜000060｜egennēsen〉〈＃14｜000061｜000061｜ton〉〈＃15｜000062｜000062｜salmōn〉
40	1	5	〈＃1｜000063｜000063｜salmōn〉〈＃2｜000064｜000064｜de〉〈＃3｜000065｜000065｜egennēsen〉〈＃4｜000066｜000066｜ton〉〈＃5｜000067｜000067｜boes〉〈＃6｜000068｜000068｜ek〉〈＃7｜000069｜000069｜tēs〉〈＃8｜000070｜000070｜rhachab〉〈＃9｜000071｜000071｜boes〉〈＃10｜000072｜000072｜de〉〈＃11｜000073｜000073｜egennēsen〉〈＃12｜000074｜000074｜ton〉〈＃13｜000075｜000075｜iōbēd〉〈＃14｜000076｜000076｜ek〉〈＃15｜000077｜000077｜tēs〉〈＃16｜000078｜000078｜rhouth〉〈＃17｜000079｜000079｜iōbēd〉〈＃18｜000080｜000080｜de〉〈＃19｜000081｜000081｜egennēsen〉〈＃20｜000082｜000082｜ton〉〈＃21｜000083｜000083｜iessai〉
40	1	6	〈＃1｜000084｜000084｜iessai〉〈＃2｜000085｜000085｜de〉〈＃3｜000086｜000086｜egennēsen〉〈＃4｜000087｜000087｜ton〉〈＃5｜000088｜000088｜dauid〉〈＃6｜000089｜000089｜ton〉〈＃7｜000090｜000090｜basilea〉〈＃8｜000091｜000091｜dauid〉〈＃9｜000092｜000092｜de〉〈＃10｜000093｜000093｜egennēsen〉〈＃11｜000094｜000094｜ton〉〈＃12｜000095｜000095｜solomōna〉〈＃13｜000096｜000096｜ek〉〈＃14｜000097｜000097｜tēs〉〈＃15｜000098｜000098｜tou〉〈＃16｜000099｜000099｜ouriou〉
40	1	7	〈＃1｜000100｜000100｜solomōn〉〈＃2｜000101｜000101｜de〉〈＃3｜000102｜000102｜egennēsen〉〈＃4｜000103｜000103｜ton〉〈＃5｜000104｜000104｜rhoboam〉〈＃6｜000105｜000105｜rhoboam〉〈＃7｜000106｜000106｜de〉〈＃8｜000107｜000107｜egennēsen〉〈＃9｜000108｜000108｜ton〉〈＃10｜000109｜000109｜abia〉〈＃11｜000110｜000110｜abia〉〈＃12｜000111｜000111｜de〉〈＃13｜000112｜000112｜egennēsen〉〈＃14｜000113｜000113｜ton〉〈＃15｜000114｜000114｜asaph〉
40	1	8	〈＃1｜000115｜000115｜asaph〉〈＃2｜000116｜000116｜de〉〈＃3｜000117｜000117｜egennēsen〉〈＃4｜000118｜000118｜ton〉〈＃5｜000119｜000119｜iōsaphat〉〈＃6｜000120｜000120｜iōsaphat〉〈＃7｜000121｜000121｜de〉〈＃8｜000122｜000122｜egennēsen〉〈＃9｜000123｜000123｜ton〉〈＃10｜000124｜000124｜iōram〉〈＃11｜000125｜000125｜iōram〉〈＃12｜000126｜000126｜de〉〈＃13｜000127｜000127｜egennēsen〉〈＃14｜000128｜000128｜ton〉〈＃15｜000129｜000129｜ozian〉
40	1	9	〈＃1｜000130｜000130｜ozias〉〈＃2｜000131｜000131｜de〉〈＃3｜000132｜000132｜egennēsen〉〈＃4｜000133｜000133｜ton〉〈＃5｜000134｜000134｜iōatham〉〈＃6｜000135｜000135｜iōatham〉〈＃7｜000136｜000136｜de〉〈＃8｜000137｜000137｜egennēsen〉〈＃9｜000138｜000138｜ton〉〈＃10｜000139｜000139｜achaz〉〈＃11｜000140｜000140｜achaz〉〈＃12｜000141｜000141｜de〉〈＃13｜000142｜000142｜egennēsen〉〈＃14｜000143｜000143｜ton〉〈＃15｜000144｜000144｜hezekian〉
40	1	10	〈＃1｜000145｜000145｜hezekias〉〈＃2｜000146｜000146｜de〉〈＃3｜000147｜000147｜egennēsen〉〈＃4｜000148｜000148｜ton〉〈＃5｜000149｜000149｜manassē〉〈＃6｜000150｜000150｜manassēs〉〈＃7｜000151｜000151｜de〉〈＃8｜000152｜000152｜egennēsen〉〈＃9｜000153｜000153｜ton〉〈＃10｜000154｜000154｜amōs〉〈＃11｜000155｜000155｜amōs〉〈＃12｜000156｜000156｜de〉〈＃13｜000157｜000157｜egennēsen〉〈＃14｜000158｜000158｜ton〉〈＃15｜000159｜000159｜iōsian〉
